wavelength (nm),blank,popc
800.0154419,0.138045773,0.172367171
799.0119019,0.138065234,0.172207445
798.0079346,0.138211221,0.17259264
797.0036011,0.138794214,0.172786698
795.9988403,0.138292655,0.172868088
794.9936523,0.137992099,0.172460422
793.9880981,0.137509182,0.172968194
793.0167847,0.138332367,0.172908053
792.010437,0.137704849,0.173140392
791.0036011,0.138457403,0.172868282
789.9963989,0.138991743,0.173598483
788.9888916,0.138817281,0.173542664
788.015686,0.138085619,0.173333541
787.0073242,0.138362303,0.173230141
785.9985352,0.138053566,0.173678532
784.9893799,0.138047874,0.17391263
784.0146484,0.138218299,0.173380226
783.0047607,0.137732863,0.173827335
781.9943848,0.137788132,0.174280703
780.9836426,0.138156593,0.173878595
780.0073853,0.137811527,0.174039289
778.9959106,0.138191536,0.174818009
777.9840088,0.137963608,0.17476888
777.0065918,0.137790442,0.173793688
775.9938965,0.137725174,0.174108043
775.0158081,0.137355447,0.174603969
774.0023804,0.13763991,0.174150765
772.9885254,0.137493163,0.17443943
772.0092163,0.137205243,0.174575716
770.9946899,0.137151241,0.174348459
770.0146484,0.136574522,0.174309626
768.9992676,0.136750177,0.174063608
767.9835205,0.136097819,0.173221424
767.0024414,0.135548875,0.173356488
765.9859009,0.13348569,0.171828389
765.0040894,0.138847172,0.176867396
763.9868164,0.137425199,0.175738394
763.0041504,0.136356905,0.174890608
761.986084,0.136342868,0.174816847
761.0028076,0.135780633,0.174476758
759.9840088,0.135359019,0.173886627
758.999939,0.135368839,0.174033374
758.015564,0.134790391,0.173882693
756.9956055,0.134214252,0.173602119
756.010437,0.134196058,0.173772216
754.9898071,0.134174436,0.173985392
754.0039063,0.134264603,0.173839584
752.9824829,0.133707017,0.173642188
751.9959106,0.133468062,0.172960401
751.0089722,0.133137479,0.17305027
749.9863892,0.133376867,0.173362896
748.9987793,0.132583872,0.173361048
748.0107422,0.132481381,0.17285721
746.9871216,0.132124648,0.172447175
745.9983521,0.131130233,0.17203784
745.0092773,0.130931526,0.172044963
743.9845581,0.130618155,0.171862468
742.9946899,0.130431607,0.171503887
742.0045166,0.129851341,0.170950785
741.0140381,0.129344091,0.170617729
739.987793,0.129074201,0.170476303
738.996582,0.128545955,0.170047566
738.0050659,0.127795562,0.169650152
737.0131226,0.126698256,0.168616951
735.9854736,0.125682443,0.167913377
734.9927979,0.126046166,0.168434426
733.9998779,0.125743851,0.168226749
733.0065918,0.124750882,0.167419747
732.0128784,0.124028266,0.167003557
730.9833984,0.123741522,0.166757718
729.9890137,0.12303979,0.166095555
728.9943237,0.123516269,0.166409254
727.9992676,0.122385413,0.165920675
727.0039063,0.122010812,0.165587127
726.0081787,0.121646166,0.165588379
725.0120239,0.121594578,0.165860549
724.015686,0.121439971,0.165704399
722.9832764,0.121637292,0.165743262
721.986145,0.121418811,0.16616489
720.9887085,0.12182682,0.166396081
719.9909058,0.121631123,0.166360691
718.9927979,0.121585399,0.166575462
717.9943237,0.12232592,0.167721838
716.9954834,0.124762163,0.169758543
715.9963379,0.124948226,0.169978559
714.9968262,0.125415131,0.171363369
713.9970093,0.125615329,0.171171293
712.9968262,0.126649544,0.17249997
711.9963379,0.127203092,0.173089713
710.9954834,0.127721161,0.173875615
709.9943237,0.128429949,0.174866289
708.9927979,0.1295802,0.176176876
707.9910278,0.130375236,0.176868171
706.9887695,0.130984366,0.177793965
705.9862671,0.131311029,0.178219691
704.9833984,0.131938115,0.179105252
704.0160522,0.131771013,0.179532036
703.0125732,0.131762594,0.179583862
702.0087891,0.131903872,0.180042625
701.0045776,0.132497147,0.180783123
700.0001221,0.139389455,0.187147155
698.9952393,0.139916837,0.187768519
697.9900513,0.138926014,0.18706061
696.9846191,0.138604656,0.186885357
696.0147095,0.138402849,0.187636986
695.008606,0.138756484,0.187734127
694.0020752,0.139031246,0.187782228
692.9954224,0.139337644,0.188635573
691.9882202,0.139564559,0.189432323
691.0167847,0.140463293,0.189819038
690.0090332,0.14048408,0.190229684
689.0009155,0.140272096,0.190865636
687.9925537,0.140893295,0.191176251
686.9838257,0.140815377,0.191701427
686.0108032,0.140869722,0.191901758
685.0014038,0.140429914,0.191894755
683.9918213,0.140399665,0.191866532
683.0178223,0.140148044,0.192116648
682.0075073,0.141123444,0.192985371
680.9968262,0.143950224,0.195509106
679.9858398,0.143437132,0.194987774
679.0106812,0.142820925,0.195197493
677.9990845,0.143100396,0.19511351
676.9871826,0.143066168,0.195248291
676.0111084,0.142610759,0.195626497
674.9985352,0.142542169,0.195896149
673.9857178,0.142828837,0.196063787
673.008728,0.142678201,0.196105629
671.9951782,0.142134592,0.19640474
671.0176392,0.142336235,0.196326703
670.003479,0.143050984,0.197361037
668.9890747,0.142506272,0.196485877
668.0105591,0.141639128,0.196445465
666.9954834,0.141272456,0.196089238
666.0163574,0.141051874,0.195988014
665.0007324,0.140551582,0.195752919
663.9848022,0.139727652,0.195385158
663.0047607,0.139393985,0.195306212
661.9881592,0.13832368,0.194741786
661.0075684,0.139707506,0.196141318
659.9903564,0.143797398,0.199682519
659.0091553,0.142234832,0.199200213
657.991394,0.14175567,0.198229119
657.0096436,0.140942663,0.19819288
655.9911499,0.140628517,0.197892651
655.0088501,0.140097901,0.197878853
653.9898071,0.140161097,0.19809635
653.0068359,0.140487969,0.198935509
651.9871826,0.140674323,0.199237317
651.0036621,0.141036794,0.199302271
649.9834595,0.140421584,0.199325994
648.9992676,0.140293986,0.199825004
648.0149536,0.140335754,0.199757993
646.9937744,0.140228272,0.199776128
646.0087891,0.140291631,0.199946076
644.9871216,0.139940605,0.200413033
644.0015259,0.139819071,0.200459153
643.015686,0.139735505,0.200661019
641.993103,0.139804959,0.201061487
641.0065918,0.139438167,0.200974554
639.9833984,0.139871612,0.20150201
638.99646,0.139113978,0.201134369
638.0091553,0.139701083,0.201958612
636.9851074,0.13917014,0.201530382
635.9971924,0.138276741,0.201396018
635.0090942,0.140961438,0.203358442
633.9841309,0.140324265,0.203085363
632.9954834,0.13955617,0.203136563
632.0064697,0.13908498,0.202545077
631.017334,0.13928096,0.203144491
629.9910889,0.138698086,0.202867508
629.0013428,0.1377009,0.202503398
628.0112915,0.139985874,0.2048724
626.9842529,0.141872048,0.20651342
625.9935913,0.141057596,0.205701739
625.0026855,0.140125066,0.205410644
624.0114746,0.139722392,0.205829412
622.9833374,0.139591187,0.205933496
621.9915771,0.139296666,0.205919981
620.9995728,0.139357388,0.206153527
620.0073242,0.139280677,0.206151158
619.0147095,0.139269158,0.206678584
617.9851685,0.139178589,0.206915245
616.9920654,0.139183581,0.20719637
615.9986572,0.138728127,0.207009047
615.0050049,0.138589516,0.207291111
614.0111084,0.137953058,0.20746471
613.0168457,0.137914792,0.207315192
611.9856567,0.136940032,0.206586301
610.9909058,0.136867195,0.207416043
609.9958496,0.142465949,0.212000161
609.0006104,0.139790893,0.210223004
608.0050049,0.137510568,0.20875904
607.0092773,0.135322675,0.207318768
606.0131836,0.137737051,0.209607244
605.0168457,0.140839338,0.212015048
603.9832764,0.141939148,0.213296264
602.9863892,0.140450522,0.212527126
601.9893188,0.139031529,0.211482793
600.9918823,0.13850604,0.211313903
599.9942017,0.136686742,0.210684583
598.9962769,0.133813068,0.208210245
597.9980469,0.137632698,0.212308154
596.9996338,0.140959397,0.21471709
596.0008545,0.138447225,0.212750912
595.0018921,0.139242083,0.214151263
594.0026245,0.138757482,0.213690907
593.0031738,0.137246847,0.212881267
592.0033569,0.136208206,0.212654293
591.0033569,0.13727963,0.213822007
590.0031128,0.137736097,0.214704737
589.0025024,0.137828693,0.21488905
588.001709,0.137008593,0.214430839
587.0006104,0.136586532,0.214723125
585.9993286,0.13647449,0.214681819
584.9976807,0.135500729,0.214794174
583.9959106,0.135815948,0.214891478
582.9938354,0.135294542,0.214856997
581.9914551,0.13538599,0.215527058
580.9888916,0.135157242,0.215336874
579.9859619,0.134425327,0.215304658
578.9828491,0.133544684,0.215002686
578.0166626,0.13358292,0.215298787
577.0130615,0.13242428,0.214669183
576.0092163,0.13468501,0.217190564
575.005127,0.134736165,0.217189401
574.0006714,0.132401452,0.215976253
572.9960938,0.133763298,0.217647076
571.9912109,0.135864332,0.219096169
570.986145,0.133994594,0.217940211
570.0179443,0.133836433,0.218316451
569.0123291,0.131817997,0.217278838
568.0064697,0.129721582,0.216326922
567.0004272,0.133592188,0.219505265
565.9939575,0.13405709,0.220143616
564.9873657,0.132678062,0.219694465
564.0177612,0.131588832,0.219041094
563.0107422,0.130389527,0.218364477
562.0032959,0.13138032,0.219549075
560.9957886,0.131828442,0.220046669
559.987915,0.13071616,0.219677851
559.0172119,0.130020112,0.219749972
558.0088501,0.130000144,0.219833881
557.0003052,0.12962611,0.220460445
555.9914551,0.129083917,0.219966427
554.9824219,0.127773747,0.219548568
554.010498,0.127949745,0.220357075
553.0010376,0.131265044,0.223160029
551.9911499,0.129754722,0.222315788
551.0185547,0.128649652,0.221736357
550.0083618,0.127325967,0.221444503
548.9978638,0.123804271,0.218558267
547.9870605,0.125239432,0.220694155
547.0135498,0.128234416,0.223340124
546.0023804,0.128037274,0.223188847
544.9909668,0.123880222,0.220640034
544.0167236,0.126077071,0.22330527
543.0048218,0.122243144,0.220694676
541.9926147,0.132139176,0.229082152
541.0177612,0.134785518,0.230547011
540.005127,0.13107051,0.228651762
538.9923096,0.12797752,0.227151007
538.0167847,0.125142247,0.22596018
537.0033569,0.132808223,0.232609332
535.9898682,0.130699024,0.231336489
535.0135498,0.125236288,0.227577984
533.9995728,0.131930083,0.234454364
532.9852905,0.136561438,0.23730512
532.0084229,0.132123977,0.234618187
530.9936523,0.12944071,0.233578607
530.0163574,0.125590518,0.231906101
529.0011597,0.140798241,0.244551167
527.9857788,0.139362156,0.243061408
527.0078125,0.135762021,0.241395831
525.9918823,0.140200526,0.24548775
525.0134888,0.139862835,0.24553363
523.9971313,0.138733044,0.245879859
523.0182495,0.14018859,0.248264402
522.0014648,0.138277873,0.247128472
520.9844971,0.137689427,0.247677609
520.0050049,0.136072919,0.247426271
518.9874878,0.142111972,0.25255242
518.0075684,0.143512905,0.254360467
516.9896851,0.143848851,0.255891562
516.0092773,0.143036991,0.256347179
514.9909668,0.142818868,0.257298529
514.0101318,0.14236936,0.258007228
512.991333,0.143503189,0.25979802
512.0100708,0.145062089,0.261359632
510.9909058,0.144750223,0.262448937
510.0091553,0.144930884,0.263751894
508.989563,0.145499319,0.265405119
508.0074463,0.145464823,0.266242057
506.9873352,0.145054102,0.267133236
506.0048218,0.144406155,0.267933905
504.9842529,0.144699097,0.269522905
504.0013123,0.145822585,0.271095723
503.0181885,0.145042315,0.271629304
501.9970093,0.144253016,0.272298724
501.0134888,0.14360784,0.27329272
499.9918518,0.143056452,0.273653388
499.0079041,0.141808495,0.273301542
497.9858093,0.141003877,0.273686498
497.0014038,0.144837141,0.277097195
496.0168457,0.143202648,0.276351869
494.9941406,0.140301094,0.275706321
494.0091248,0.137175128,0.273928076
492.9860535,0.133454815,0.272173435
492.0006714,0.145823538,0.281387717
491.0150146,0.143277392,0.279484808
489.9912109,0.136621952,0.275851011
489.005249,0.136028901,0.276029617
487.9811096,0.143862039,0.281484157
486.9946289,0.143965811,0.281202227
486.0080261,0.135947689,0.275892675
484.9832764,0.132944495,0.275933087
483.9962158,0.14937827,0.286679
483.0090027,0.147571042,0.284649044
481.983551,0.143856019,0.283451706
480.9959412,0.14228189,0.282972336
480.0081177,0.140501142,0.282630116
478.9820862,0.141233444,0.284027576
477.9938965,0.142158628,0.28477335
477.0054932,0.143201321,0.286506593
476.0168762,0.143162593,0.287112594
474.9900208,0.14325136,0.288048655
474.0010071,0.14322342,0.289223969
473.0118408,0.144402757,0.290807128
471.9844055,0.144697338,0.292004228
470.994812,0.145268709,0.293389797
470.0050049,0.145781785,0.294481337
469.0150757,0.145077318,0.29531005
467.9867249,0.14636071,0.297111601
466.9963989,0.147961378,0.298840493
466.0058899,0.147078708,0.299487799
465.0150757,0.149466232,0.301831752
463.9860535,0.148639008,0.302138686
462.9949646,0.148210302,0.302869707
462.0036316,0.146446839,0.302948624
461.012146,0.146346688,0.304028422
459.9822998,0.155857474,0.310538471
458.9904175,0.154098809,0.309856445
457.9983521,0.152242094,0.310084224
457.0061035,0.151630059,0.310864836
456.0136108,0.151891276,0.311853588
454.9827881,0.15182896,0.312548727
453.9899902,0.150411084,0.312924117
452.9969177,0.15283601,0.315328002
452.0037537,0.153552741,0.316785961
451.010437,0.151807517,0.316697419
450.0168152,0.151693001,0.317495883
448.9848938,0.151894033,0.318706453
447.9909668,0.152621165,0.320327908
446.9968262,0.154660031,0.322229534
446.002533,0.155312523,0.323642552
445.0079956,0.154736772,0.324139118
444.0133667,0.153428569,0.324568957
443.0185547,0.152395278,0.325276762
441.9852295,0.152838111,0.326807588
440.9900208,0.156454787,0.329197854
439.9946899,0.155500904,0.329906821
438.9990845,0.155150279,0.330652237
438.0033569,0.155031234,0.331706166
437.0074158,0.154396042,0.332546681
436.0113525,0.153665081,0.333452493
435.0150452,0.153680205,0.334167033
434.0185852,0.154389396,0.335781485
432.9836121,0.154545441,0.336823225
431.9868164,0.153435677,0.337280691
430.9898376,0.153201491,0.338555664
429.9926453,0.15323177,0.339149952
428.9953003,0.15209651,0.340154469
427.9977722,0.15159975,0.341119409
427.000061,0.151863918,0.342727542
426.0021973,0.152250186,0.343819886
425.0042114,0.152751297,0.345514745
424.006012,0.154881999,0.347470433
423.0075684,0.152321681,0.347281545
422.0090332,0.153062016,0.349708438
421.0102844,0.156556606,0.35209322
420.0113831,0.154805943,0.352135927
419.0122986,0.154626519,0.353432924
418.013092,0.154644549,0.354566902
417.0136719,0.153750122,0.355494559
416.0140686,0.153848723,0.356560111
415.0143433,0.153107017,0.357966393
414.0144348,0.153131098,0.359058768
413.0143127,0.151615128,0.359773964
412.0140686,0.149444223,0.35986644
411.0136108,0.152930901,0.363581568
410.0130615,0.152992785,0.364376724
409.0122986,0.151050761,0.364747614
408.0113831,0.150356665,0.365705907
407.0102234,0.14930591,0.366734982
406.0090027,0.148869589,0.368195176
405.0075684,0.152820915,0.371554643
404.0059814,0.152357847,0.372161061
403.0042419,0.151395306,0.37316221
402.0023193,0.150359228,0.374119312
401.0002747,0.149629325,0.375529707
399.9980164,0.149687097,0.377326101
398.995636,0.150302589,0.379517853
397.993042,0.149790138,0.380612642
396.9903259,0.149212793,0.381556213
395.9874268,0.145133317,0.382090449
394.9843445,0.153532907,0.387790322
393.9811707,0.1494371,0.386973292
393.0163574,0.145818278,0.388494045
392.0128174,0.157247454,0.393691033
391.0091553,0.152408227,0.393452257
390.0053101,0.150762036,0.395284265
389.0013123,0.149008706,0.396289229
387.9971313,0.153736591,0.400828183
386.9928284,0.153199643,0.401636004
385.9883423,0.152291566,0.403710067
384.9837036,0.152060971,0.40613094
384.0175476,0.156753048,0.409568697
383.0126038,0.154320806,0.410473347
382.0075073,0.153411135,0.413154095
381.0022583,0.156905085,0.417410195
379.9968567,0.154716149,0.418715805
378.991272,0.150086165,0.419468105
377.9855347,0.16154249,0.426017433
377.0183716,0.160017908,0.42651096
376.0123596,0.161078662,0.430340022
375.0061951,0.161808342,0.433564574
373.9998779,0.160602212,0.435594857
372.9933777,0.159874693,0.437904149
371.9867554,0.163183615,0.442368448
371.0186768,0.163898736,0.444973737
370.0117798,0.162689462,0.447305024
369.0046997,0.161105439,0.449761182
367.997467,0.165287539,0.454187185
366.9900818,0.164476156,0.455268562
365.9825439,0.162936777,0.458324641
365.0136414,0.163897753,0.461093515
364.0058594,0.155259118,0.45957762
362.9978638,0.168018371,0.469983786
361.9897766,0.169291675,0.468074739
360.9815063,0.171731204,0.473213434
360.0118713,0.165661991,0.472933382
359.0033264,0.163955182,0.478710592
357.9946289,0.175508738,0.480777383
356.9857788,0.168888241,0.484977871
356.015625,0.172197551,0.488738209
355.0064697,0.169665262,0.491157353
353.9971924,0.174752116,0.495289177
352.9878235,0.173049688,0.498922229
352.0170593,0.172074854,0.50158006
351.0073547,0.173988521,0.505607605
349.9975281,0.175387919,0.509201109
348.9875488,0.173523903,0.512109697
348.0162659,0.17083925,0.515304923
347.006012,0.174614459,0.519899547
345.9956055,0.177122995,0.524971306
344.9850769,0.182018399,0.529903889
344.0132751,0.180560231,0.53248924
343.0024719,0.179617763,0.537768006
341.9914856,0.182325736,0.542317331
341.0192566,0.181593299,0.546680033
340.0080566,0.182284936,0.552618027
338.9966736,0.186580464,0.558777928
337.9851685,0.187114701,0.564047933
337.0124512,0.187701985,0.56958431
336.0006714,0.189761967,0.575375438
334.9887695,0.190475613,0.582093239
334.0156555,0.195663139,0.587760925
333.0034485,0.197641149,0.594223261
331.9911499,0.198124573,0.600361705
331.0176697,0.197718635,0.60544008
330.0050659,0.201780245,0.612823546
328.9923401,0.198101908,0.615549803
328.0184326,0.198188797,0.622129083
327.0054626,0.205985874,0.628968895
325.9923401,0.198706344,0.632731795
325.0180969,0.214763656,0.644697905
324.0047302,0.214608118,0.649214089
322.9912109,0.213289961,0.65698415
322.016571,0.21240148,0.662738025
321.0028076,0.209295586,0.667331994
319.9889221,0.221599951,0.677287042
319.0139465,0.217851579,0.681911945
317.9997864,0.219134718,0.689279139
316.9855042,0.213583961,0.693687201
316.0101013,0.227537289,0.707782388
314.995575,0.229765326,0.712296903
313.9809265,0.223005518,0.717370927
313.005188,0.227438599,0.726553977
311.9902954,0.22871694,0.73297745
311.0142822,0.23090443,0.739706099
309.9991455,0.234246641,0.747820318
308.9838562,0.239838496,0.756042957
308.0075073,0.232904464,0.76074481
306.9920044,0.237777427,0.768779159
306.0154114,0.237328097,0.775917053
304.9996338,0.239549398,0.783557236
303.9837341,0.235389888,0.78977412
303.0068054,0.245299324,0.800836265
301.9906616,0.24394621,0.809017956
301.0134583,0.244574383,0.81652391
299.9970703,0.243704006,0.823520184